starttime	seconds	ctime	dtime	ttime	wait
Sun Jul 29 15:27:15 2018	1532888835	0	77	77	77
Sun Jul 29 15:27:16 2018	1532888836	0	77	77	71
Sun Jul 29 15:27:23 2018	1532888843	0	77	77	70
Sun Jul 29 15:27:21 2018	1532888841	0	77	78	46
Sun Jul 29 15:27:16 2018	1532888836	0	78	78	61
Sun Jul 29 15:27:21 2018	1532888841	0	77	78	46
Sun Jul 29 15:27:19 2018	1532888839	0	78	78	70
Sun Jul 29 15:27:23 2018	1532888843	0	78	78	70
Sun Jul 29 15:27:24 2018	1532888844	0	78	78	62
Sun Jul 29 15:27:17 2018	1532888837	0	78	78	77
Sun Jul 29 15:27:15 2018	1532888835	0	78	78	63
Sun Jul 29 15:27:19 2018	1532888839	0	78	78	63
Sun Jul 29 15:27:18 2018	1532888838	0	78	78	78
Sun Jul 29 15:27:14 2018	1532888834	0	78	78	76
Sun Jul 29 15:27:23 2018	1532888843	0	78	78	76
Sun Jul 29 15:27:28 2018	1532888848	0	78	78	69
Sun Jul 29 15:27:25 2018	1532888845	0	78	78	77
Sun Jul 29 15:27:23 2018	1532888843	0	78	78	76
Sun Jul 29 15:27:15 2018	1532888835	0	78	78	77
Sun Jul 29 15:27:17 2018	1532888837	0	78	78	51
Sun Jul 29 15:27:27 2018	1532888847	0	78	78	77
Sun Jul 29 15:27:19 2018	1532888839	0	78	78	77
Sun Jul 29 15:27:25 2018	1532888845	0	78	78	77
Sun Jul 29 15:27:15 2018	1532888835	0	78	78	77
Sun Jul 29 15:27:13 2018	1532888833	0	78	78	63
Sun Jul 29 15:27:26 2018	1532888846	0	78	78	62
Sun Jul 29 15:27:16 2018	1532888836	0	78	78	74
Sun Jul 29 15:27:12 2018	1532888832	0	78	78	76
Sun Jul 29 15:27:19 2018	1532888839	0	78	78	75
Sun Jul 29 15:27:19 2018	1532888839	0	78	78	75
Sun Jul 29 15:27:25 2018	1532888845	0	78	79	78
Sun Jul 29 15:27:13 2018	1532888833	0	79	79	70
Sun Jul 29 15:27:23 2018	1532888843	0	79	79	78
Sun Jul 29 15:27:26 2018	1532888846	0	79	79	44
Sun Jul 29 15:27:12 2018	1532888832	0	78	79	77
Sun Jul 29 15:27:12 2018	1532888832	0	78	79	77
Sun Jul 29 15:27:16 2018	1532888836	0	78	79	72
Sun Jul 29 15:27:12 2018	1532888832	0	78	79	78
Sun Jul 29 15:27:12 2018	1532888832	0	78	79	60
Sun Jul 29 15:27:26 2018	1532888846	0	79	79	44
Sun Jul 29 15:27:26 2018	1532888846	0	79	79	78
Sun Jul 29 15:27:15 2018	1532888835	0	79	79	57
Sun Jul 29 15:27:15 2018	1532888835	0	78	79	78
Sun Jul 29 15:27:15 2018	1532888835	0	78	79	78
Sun Jul 29 15:27:12 2018	1532888832	0	78	79	78
Sun Jul 29 15:27:28 2018	1532888848	0	79	79	78
Sun Jul 29 15:27:20 2018	1532888840	0	79	79	78
Sun Jul 29 15:27:19 2018	1532888839	0	79	79	78
Sun Jul 29 15:27:19 2018	1532888839	0	79	79	78
Sun Jul 29 15:27:23 2018	1532888843	0	79	79	78
Sun Jul 29 15:27:27 2018	1532888847	0	79	79	79
Sun Jul 29 15:27:28 2018	1532888848	0	79	79	78
Sun Jul 29 15:27:20 2018	1532888840	0	79	79	78
Sun Jul 29 15:27:20 2018	1532888840	0	79	79	66
Sun Jul 29 15:27:20 2018	1532888840	0	79	79	78
Sun Jul 29 15:27:26 2018	1532888846	0	79	79	79
Sun Jul 29 15:27:17 2018	1532888837	0	79	79	73
Sun Jul 29 15:27:19 2018	1532888839	0	79	79	68
Sun Jul 29 15:27:26 2018	1532888846	0	79	79	79
Sun Jul 29 15:27:24 2018	1532888844	0	79	79	62
Sun Jul 29 15:27:18 2018	1532888838	0	79	79	73
Sun Jul 29 15:27:12 2018	1532888832	0	79	79	78
Sun Jul 29 15:27:13 2018	1532888833	0	79	79	79
Sun Jul 29 15:27:12 2018	1532888832	0	79	79	78
Sun Jul 29 15:27:22 2018	1532888842	0	79	79	79
Sun Jul 29 15:27:13 2018	1532888833	0	79	79	78
Sun Jul 29 15:27:20 2018	1532888840	0	79	79	78
Sun Jul 29 15:27:26 2018	1532888846	0	79	79	64
Sun Jul 29 15:27:17 2018	1532888837	0	79	79	78
Sun Jul 29 15:27:17 2018	1532888837	0	79	79	78
Sun Jul 29 15:27:28 2018	1532888848	0	79	79	79
Sun Jul 29 15:27:17 2018	1532888837	0	79	79	65
Sun Jul 29 15:27:23 2018	1532888843	0	79	79	79
Sun Jul 29 15:27:18 2018	1532888838	0	79	80	79
Sun Jul 29 15:27:20 2018	1532888840	0	79	80	70
Sun Jul 29 15:27:20 2018	1532888840	0	80	80	70
Sun Jul 29 15:27:20 2018	1532888840	0	79	80	78
Sun Jul 29 15:27:16 2018	1532888836	0	80	80	73
Sun Jul 29 15:27:20 2018	1532888840	0	80	80	70
Sun Jul 29 15:27:19 2018	1532888839	0	80	80	79
Sun Jul 29 15:27:16 2018	1532888836	0	80	80	79
Sun Jul 29 15:27:26 2018	1532888846	0	80	80	79
Sun Jul 29 15:27:16 2018	1532888836	0	80	80	78
Sun Jul 29 15:27:24 2018	1532888844	0	80	80	69
Sun Jul 29 15:27:24 2018	1532888844	0	80	80	70
Sun Jul 29 15:27:26 2018	1532888846	0	80	80	69
Sun Jul 29 15:27:26 2018	1532888846	0	80	80	69
Sun Jul 29 15:27:24 2018	1532888844	0	80	80	69
Sun Jul 29 15:27:26 2018	1532888846	0	80	80	69
Sun Jul 29 15:27:15 2018	1532888835	0	80	80	48
Sun Jul 29 15:27:27 2018	1532888847	0	80	80	80
Sun Jul 29 15:27:25 2018	1532888845	0	80	80	79
Sun Jul 29 15:27:25 2018	1532888845	0	80	80	51
Sun Jul 29 15:27:20 2018	1532888840	0	80	80	79
Sun Jul 29 15:27:23 2018	1532888843	0	80	80	80
Sun Jul 29 15:27:23 2018	1532888843	0	80	80	80
Sun Jul 29 15:27:16 2018	1532888836	0	80	80	77
Sun Jul 29 15:27:16 2018	1532888836	0	80	80	77
Sun Jul 29 15:27:16 2018	1532888836	0	80	80	79
Sun Jul 29 15:27:25 2018	1532888845	0	80	80	68
Sun Jul 29 15:27:20 2018	1532888840	0	80	80	79
Sun Jul 29 15:27:25 2018	1532888845	0	80	80	68
Sun Jul 29 15:27:17 2018	1532888837	0	80	81	43
Sun Jul 29 15:27:22 2018	1532888842	0	80	81	72
Sun Jul 29 15:27:17 2018	1532888837	0	81	81	80
Sun Jul 29 15:27:14 2018	1532888834	0	81	81	65
Sun Jul 29 15:27:14 2018	1532888834	0	81	81	63
Sun Jul 29 15:27:17 2018	1532888837	0	81	81	53
Sun Jul 29 15:27:28 2018	1532888848	0	81	81	80
Sun Jul 29 15:27:22 2018	1532888842	0	81	81	72
Sun Jul 29 15:27:14 2018	1532888834	0	81	81	80
Sun Jul 29 15:27:22 2018	1532888842	0	81	81	30
Sun Jul 29 15:27:15 2018	1532888835	0	81	81	65
Sun Jul 29 15:27:13 2018	1532888833	0	81	81	73
Sun Jul 29 15:27:22 2018	1532888842	0	81	81	73
Sun Jul 29 15:27:13 2018	1532888833	0	81	81	73
Sun Jul 29 15:27:25 2018	1532888845	0	81	81	52
Sun Jul 29 15:27:22 2018	1532888842	0	81	81	35
Sun Jul 29 15:27:28 2018	1532888848	0	81	81	75
Sun Jul 29 15:27:26 2018	1532888846	0	81	81	70
Sun Jul 29 15:27:11 2018	1532888831	0	81	81	68
Sun Jul 29 15:27:26 2018	1532888846	0	81	81	81
Sun Jul 29 15:27:22 2018	1532888842	0	81	82	81
Sun Jul 29 15:27:20 2018	1532888840	0	82	82	69
Sun Jul 29 15:27:26 2018	1532888846	0	81	82	54
Sun Jul 29 15:27:13 2018	1532888833	0	82	82	49
Sun Jul 29 15:27:19 2018	1532888839	0	82	82	71
Sun Jul 29 15:27:27 2018	1532888847	0	81	82	53
Sun Jul 29 15:27:27 2018	1532888847	0	81	82	70
Sun Jul 29 15:27:28 2018	1532888848	0	82	82	82
Sun Jul 29 15:27:22 2018	1532888842	0	82	82	64
Sun Jul 29 15:27:25 2018	1532888845	0	82	82	69
Sun Jul 29 15:27:14 2018	1532888834	0	82	82	55
Sun Jul 29 15:27:24 2018	1532888844	0	82	82	82
Sun Jul 29 15:27:14 2018	1532888834	0	82	82	82
Sun Jul 29 15:27:18 2018	1532888838	0	82	82	82
Sun Jul 29 15:27:14 2018	1532888834	0	82	82	82
Sun Jul 29 15:27:23 2018	1532888843	0	82	82	82
Sun Jul 29 15:27:22 2018	1532888842	0	83	83	62
Sun Jul 29 15:27:27 2018	1532888847	0	83	83	69
Sun Jul 29 15:27:19 2018	1532888839	0	83	83	68
Sun Jul 29 15:27:12 2018	1532888832	0	83	83	83
Sun Jul 29 15:27:12 2018	1532888832	0	83	83	76
Sun Jul 29 15:27:28 2018	1532888848	0	83	83	83
Sun Jul 29 15:27:12 2018	1532888832	0	83	83	76
Sun Jul 29 15:27:24 2018	1532888844	0	83	83	82
Sun Jul 29 15:27:15 2018	1532888835	0	83	83	82
Sun Jul 29 15:27:12 2018	1532888832	0	83	83	76
Sun Jul 29 15:27:12 2018	1532888832	0	83	83	83
Sun Jul 29 15:27:11 2018	1532888831	0	83	83	48
Sun Jul 29 15:27:25 2018	1532888845	0	83	83	70
Sun Jul 29 15:27:13 2018	1532888833	0	83	83	58
Sun Jul 29 15:27:13 2018	1532888833	0	83	83	65
Sun Jul 29 15:27:18 2018	1532888838	0	83	83	71
Sun Jul 29 15:27:12 2018	1532888832	0	83	83	68
Sun Jul 29 15:27:27 2018	1532888847	0	83	83	62
Sun Jul 29 15:27:17 2018	1532888837	0	83	83	66
Sun Jul 29 15:27:21 2018	1532888841	0	83	83	78
Sun Jul 29 15:27:21 2018	1532888841	0	83	83	77
Sun Jul 29 15:27:17 2018	1532888837	0	84	84	66
Sun Jul 29 15:27:25 2018	1532888845	0	84	84	70
Sun Jul 29 15:27:15 2018	1532888835	0	84	84	71
Sun Jul 29 15:27:25 2018	1532888845	0	84	84	65
Sun Jul 29 15:27:22 2018	1532888842	0	84	84	82
Sun Jul 29 15:27:25 2018	1532888845	0	84	84	67
Sun Jul 29 15:27:23 2018	1532888843	0	84	84	84
Sun Jul 29 15:27:27 2018	1532888847	0	84	84	63
Sun Jul 29 15:27:23 2018	1532888843	0	84	84	84
Sun Jul 29 15:27:21 2018	1532888841	0	84	84	65
Sun Jul 29 15:27:13 2018	1532888833	0	84	85	83
Sun Jul 29 15:27:21 2018	1532888841	0	85	85	68
Sun Jul 29 15:27:13 2018	1532888833	0	84	85	83
Sun Jul 29 15:27:23 2018	1532888843	0	85	85	85
Sun Jul 29 15:27:25 2018	1532888845	0	85	85	66
Sun Jul 29 15:27:24 2018	1532888844	0	85	85	62
Sun Jul 29 15:27:12 2018	1532888832	0	85	85	85
Sun Jul 29 15:27:12 2018	1532888832	0	85	85	79
Sun Jul 29 15:27:12 2018	1532888832	0	85	85	85
Sun Jul 29 15:27:25 2018	1532888845	0	85	85	85
Sun Jul 29 15:27:17 2018	1532888837	0	85	85	79
Sun Jul 29 15:27:14 2018	1532888834	0	85	85	61
Sun Jul 29 15:27:14 2018	1532888834	0	85	85	61
Sun Jul 29 15:27:12 2018	1532888832	0	85	85	78
Sun Jul 29 15:27:15 2018	1532888835	0	85	85	57
Sun Jul 29 15:27:25 2018	1532888845	0	85	85	85
Sun Jul 29 15:27:20 2018	1532888840	0	85	85	85
Sun Jul 29 15:27:20 2018	1532888840	0	85	85	63
Sun Jul 29 15:27:22 2018	1532888842	0	85	85	52
Sun Jul 29 15:27:22 2018	1532888842	0	85	85	66
Sun Jul 29 15:27:12 2018	1532888832	0	85	86	83
Sun Jul 29 15:27:12 2018	1532888832	0	85	86	84
Sun Jul 29 15:27:20 2018	1532888840	0	86	86	80
Sun Jul 29 15:27:12 2018	1532888832	0	85	86	84
Sun Jul 29 15:27:16 2018	1532888836	0	86	86	72
Sun Jul 29 15:27:19 2018	1532888839	0	86	86	85
Sun Jul 29 15:27:18 2018	1532888838	0	86	86	80
Sun Jul 29 15:27:24 2018	1532888844	0	86	86	50
Sun Jul 29 15:27:17 2018	1532888837	0	86	86	85
Sun Jul 29 15:27:12 2018	1532888832	0	86	86	85
Sun Jul 29 15:27:12 2018	1532888832	0	86	86	85
Sun Jul 29 15:27:12 2018	1532888832	0	86	86	85
Sun Jul 29 15:27:17 2018	1532888837	0	86	86	78
Sun Jul 29 15:27:12 2018	1532888832	0	86	86	72
Sun Jul 29 15:27:16 2018	1532888836	0	86	86	72
Sun Jul 29 15:27:12 2018	1532888832	0	86	86	72
Sun Jul 29 15:27:12 2018	1532888832	0	86	87	86
Sun Jul 29 15:27:26 2018	1532888846	0	86	87	80
Sun Jul 29 15:27:21 2018	1532888841	0	87	87	71
Sun Jul 29 15:27:27 2018	1532888847	0	87	87	70
Sun Jul 29 15:27:12 2018	1532888832	0	87	87	72
Sun Jul 29 15:27:13 2018	1532888833	0	87	87	51
Sun Jul 29 15:27:24 2018	1532888844	0	87	87	75
Sun Jul 29 15:27:24 2018	1532888844	0	87	87	75
Sun Jul 29 15:27:21 2018	1532888841	0	87	87	54
Sun Jul 29 15:27:21 2018	1532888841	0	87	87	70
Sun Jul 29 15:27:27 2018	1532888847	0	87	87	44
Sun Jul 29 15:27:24 2018	1532888844	0	87	87	77
Sun Jul 29 15:27:23 2018	1532888843	0	87	87	87
Sun Jul 29 15:27:18 2018	1532888838	0	87	87	86
Sun Jul 29 15:27:18 2018	1532888838	0	87	87	87
Sun Jul 29 15:27:14 2018	1532888834	0	87	87	71
Sun Jul 29 15:27:24 2018	1532888844	0	87	87	78
Sun Jul 29 15:27:12 2018	1532888832	0	87	87	59
Sun Jul 29 15:27:14 2018	1532888834	0	87	87	71
Sun Jul 29 15:27:14 2018	1532888834	0	87	87	71
Sun Jul 29 15:27:19 2018	1532888839	0	87	87	87
Sun Jul 29 15:27:13 2018	1532888833	0	87	87	87
Sun Jul 29 15:27:12 2018	1532888832	0	87	87	60
Sun Jul 29 15:27:13 2018	1532888833	0	87	87	87
Sun Jul 29 15:27:25 2018	1532888845	0	87	88	87
Sun Jul 29 15:27:25 2018	1532888845	0	88	88	87
Sun Jul 29 15:27:25 2018	1532888845	0	88	88	87
Sun Jul 29 15:27:24 2018	1532888844	0	88	88	69
Sun Jul 29 15:27:24 2018	1532888844	0	88	88	87
Sun Jul 29 15:27:25 2018	1532888845	0	88	88	47
Sun Jul 29 15:27:13 2018	1532888833	0	88	88	56
Sun Jul 29 15:27:17 2018	1532888837	0	88	88	75
Sun Jul 29 15:27:13 2018	1532888833	0	88	88	56
Sun Jul 29 15:27:21 2018	1532888841	0	88	88	87
Sun Jul 29 15:27:17 2018	1532888837	0	88	88	87
Sun Jul 29 15:27:17 2018	1532888837	0	88	88	75
Sun Jul 29 15:27:17 2018	1532888837	0	88	88	87
Sun Jul 29 15:27:17 2018	1532888837	0	88	88	87
Sun Jul 29 15:27:12 2018	1532888832	0	88	88	87
Sun Jul 29 15:27:17 2018	1532888837	0	88	88	87
Sun Jul 29 15:27:17 2018	1532888837	0	88	88	68
Sun Jul 29 15:27:17 2018	1532888837	0	88	88	69
Sun Jul 29 15:27:23 2018	1532888843	0	88	88	88
Sun Jul 29 15:27:22 2018	1532888842	0	88	88	48
Sun Jul 29 15:27:15 2018	1532888835	0	88	88	84
Sun Jul 29 15:27:16 2018	1532888836	0	88	88	66
Sun Jul 29 15:27:23 2018	1532888843	0	89	89	62
Sun Jul 29 15:27:25 2018	1532888845	0	89	89	68
Sun Jul 29 15:27:18 2018	1532888838	0	89	89	88
Sun Jul 29 15:27:25 2018	1532888845	0	89	89	88
Sun Jul 29 15:27:17 2018	1532888837	0	89	89	88
Sun Jul 29 15:27:17 2018	1532888837	0	89	89	69
Sun Jul 29 15:27:22 2018	1532888842	0	89	89	88
Sun Jul 29 15:27:14 2018	1532888834	0	88	89	88
Sun Jul 29 15:27:21 2018	1532888841	0	89	89	65
Sun Jul 29 15:27:20 2018	1532888840	0	89	89	79
Sun Jul 29 15:27:18 2018	1532888838	0	89	89	88
Sun Jul 29 15:27:20 2018	1532888840	0	89	89	80
Sun Jul 29 15:27:22 2018	1532888842	0	89	89	89
Sun Jul 29 15:27:21 2018	1532888841	0	89	89	69
Sun Jul 29 15:27:21 2018	1532888841	0	89	89	88
Sun Jul 29 15:27:21 2018	1532888841	0	89	89	89
Sun Jul 29 15:27:21 2018	1532888841	0	89	89	88
Sun Jul 29 15:27:21 2018	1532888841	0	89	89	69
Sun Jul 29 15:27:23 2018	1532888843	0	89	89	89
Sun Jul 29 15:27:11 2018	1532888831	0	89	89	66
Sun Jul 29 15:27:28 2018	1532888848	0	89	89	89
Sun Jul 29 15:27:18 2018	1532888838	0	89	90	89
Sun Jul 29 15:27:19 2018	1532888839	0	90	90	70
Sun Jul 29 15:27:23 2018	1532888843	0	90	90	90
Sun Jul 29 15:27:17 2018	1532888837	0	90	90	89
Sun Jul 29 15:27:20 2018	1532888840	0	90	90	89
Sun Jul 29 15:27:18 2018	1532888838	0	90	90	76
Sun Jul 29 15:27:18 2018	1532888838	0	90	90	75
Sun Jul 29 15:27:20 2018	1532888840	0	90	90	89
Sun Jul 29 15:27:20 2018	1532888840	0	90	90	89
Sun Jul 29 15:27:20 2018	1532888840	0	90	90	89
Sun Jul 29 15:27:14 2018	1532888834	0	90	90	82
Sun Jul 29 15:27:14 2018	1532888834	0	90	90	82
Sun Jul 29 15:27:23 2018	1532888843	0	90	90	74
Sun Jul 29 15:27:15 2018	1532888835	3	88	90	87
Sun Jul 29 15:27:14 2018	1532888834	0	90	91	89
Sun Jul 29 15:27:15 2018	1532888835	3	88	91	87
Sun Jul 29 15:27:15 2018	1532888835	3	88	91	86
Sun Jul 29 15:27:11 2018	1532888831	0	90	91	76
Sun Jul 29 15:27:11 2018	1532888831	0	91	91	69
Sun Jul 29 15:27:16 2018	1532888836	0	91	91	70
Sun Jul 29 15:27:21 2018	1532888841	0	91	91	90
Sun Jul 29 15:27:26 2018	1532888846	0	91	91	91
Sun Jul 29 15:27:11 2018	1532888831	0	91	91	90
Sun Jul 29 15:27:22 2018	1532888842	0	91	91	90
Sun Jul 29 15:27:27 2018	1532888847	0	91	91	91
Sun Jul 29 15:27:11 2018	1532888831	1	91	91	89
Sun Jul 29 15:27:25 2018	1532888845	0	91	91	78
Sun Jul 29 15:27:27 2018	1532888847	0	91	91	90
Sun Jul 29 15:27:28 2018	1532888848	0	91	91	91
Sun Jul 29 15:27:27 2018	1532888847	0	91	91	89
Sun Jul 29 15:27:27 2018	1532888847	0	91	91	88
Sun Jul 29 15:27:22 2018	1532888842	0	91	91	90
Sun Jul 29 15:27:24 2018	1532888844	0	91	91	74
Sun Jul 29 15:27:12 2018	1532888832	0	91	91	83
Sun Jul 29 15:27:12 2018	1532888832	0	91	91	83
Sun Jul 29 15:27:16 2018	1532888836	0	91	91	87
Sun Jul 29 15:27:12 2018	1532888832	0	91	91	83
Sun Jul 29 15:27:12 2018	1532888832	0	91	92	82
Sun Jul 29 15:27:17 2018	1532888837	0	91	92	74
Sun Jul 29 15:27:21 2018	1532888841	0	92	92	72
Sun Jul 29 15:27:18 2018	1532888838	0	92	92	91
Sun Jul 29 15:27:18 2018	1532888838	0	92	92	91
Sun Jul 29 15:27:18 2018	1532888838	0	92	92	91
Sun Jul 29 15:27:18 2018	1532888838	0	92	92	91
Sun Jul 29 15:27:23 2018	1532888843	0	92	92	91
Sun Jul 29 15:27:14 2018	1532888834	0	92	92	86
Sun Jul 29 15:27:27 2018	1532888847	0	92	92	70
Sun Jul 29 15:27:27 2018	1532888847	0	92	92	70
Sun Jul 29 15:27:27 2018	1532888847	0	92	92	69
Sun Jul 29 15:27:23 2018	1532888843	0	92	92	91
Sun Jul 29 15:27:23 2018	1532888843	0	92	92	92
Sun Jul 29 15:27:23 2018	1532888843	0	92	92	91
Sun Jul 29 15:27:23 2018	1532888843	0	92	92	91
Sun Jul 29 15:27:14 2018	1532888834	0	92	92	81
Sun Jul 29 15:27:24 2018	1532888844	0	92	92	69
Sun Jul 29 15:27:11 2018	1532888831	0	92	92	70
Sun Jul 29 15:27:23 2018	1532888843	0	92	92	92
Sun Jul 29 15:27:15 2018	1532888835	0	92	92	92
Sun Jul 29 15:27:24 2018	1532888844	0	92	92	70
Sun Jul 29 15:27:26 2018	1532888846	0	92	92	92
Sun Jul 29 15:27:27 2018	1532888847	0	92	92	74
Sun Jul 29 15:27:15 2018	1532888835	0	92	92	91
Sun Jul 29 15:27:15 2018	1532888835	0	93	93	91
Sun Jul 29 15:27:24 2018	1532888844	0	92	93	92
Sun Jul 29 15:27:14 2018	1532888834	0	93	93	80
Sun Jul 29 15:27:26 2018	1532888846	0	93	93	86
Sun Jul 29 15:27:15 2018	1532888835	0	93	93	72
Sun Jul 29 15:27:17 2018	1532888837	0	93	93	76
Sun Jul 29 15:27:17 2018	1532888837	0	93	93	76
Sun Jul 29 15:27:15 2018	1532888835	0	93	93	73
Sun Jul 29 15:27:14 2018	1532888834	0	93	93	80
Sun Jul 29 15:27:15 2018	1532888835	0	93	93	73
Sun Jul 29 15:27:24 2018	1532888844	0	93	93	71
Sun Jul 29 15:27:26 2018	1532888846	0	93	93	87
Sun Jul 29 15:27:22 2018	1532888842	0	93	93	93
Sun Jul 29 15:27:14 2018	1532888834	0	93	93	66
Sun Jul 29 15:27:24 2018	1532888844	0	93	93	93
Sun Jul 29 15:27:15 2018	1532888835	0	93	94	76
Sun Jul 29 15:27:11 2018	1532888831	0	93	94	92
Sun Jul 29 15:27:22 2018	1532888842	0	93	94	93
Sun Jul 29 15:27:11 2018	1532888831	0	93	94	92
Sun Jul 29 15:27:18 2018	1532888838	0	94	94	93
Sun Jul 29 15:27:23 2018	1532888843	0	94	94	93
Sun Jul 29 15:27:12 2018	1532888832	0	94	94	75
Sun Jul 29 15:27:21 2018	1532888841	0	94	94	76
Sun Jul 29 15:27:27 2018	1532888847	0	94	94	77
Sun Jul 29 15:27:17 2018	1532888837	0	94	94	81
Sun Jul 29 15:27:27 2018	1532888847	0	94	94	76
Sun Jul 29 15:27:27 2018	1532888847	0	94	94	76
Sun Jul 29 15:27:19 2018	1532888839	0	94	94	94
Sun Jul 29 15:27:22 2018	1532888842	0	94	94	86
Sun Jul 29 15:27:28 2018	1532888848	0	94	94	93
Sun Jul 29 15:27:24 2018	1532888844	0	94	94	87
Sun Jul 29 15:27:12 2018	1532888832	0	94	95	54
Sun Jul 29 15:27:24 2018	1532888844	0	94	95	88
Sun Jul 29 15:27:24 2018	1532888844	0	95	95	88
Sun Jul 29 15:27:27 2018	1532888847	0	95	95	87
Sun Jul 29 15:27:18 2018	1532888838	0	95	95	94
Sun Jul 29 15:27:28 2018	1532888848	0	94	95	94
Sun Jul 29 15:27:19 2018	1532888839	0	95	95	94
Sun Jul 29 15:27:17 2018	1532888837	0	95	95	75
Sun Jul 29 15:27:19 2018	1532888839	0	95	95	94
Sun Jul 29 15:27:12 2018	1532888832	0	95	95	93
Sun Jul 29 15:27:28 2018	1532888848	0	95	95	94
Sun Jul 29 15:27:15 2018	1532888835	0	95	95	94
Sun Jul 29 15:27:12 2018	1532888832	0	95	95	93
Sun Jul 29 15:27:18 2018	1532888838	0	95	95	95
Sun Jul 29 15:27:18 2018	1532888838	0	95	95	94
Sun Jul 29 15:27:26 2018	1532888846	0	95	95	78
Sun Jul 29 15:27:18 2018	1532888838	0	95	95	95
Sun Jul 29 15:27:23 2018	1532888843	0	95	95	95
Sun Jul 29 15:27:26 2018	1532888846	0	95	95	83
Sun Jul 29 15:27:15 2018	1532888835	0	95	95	95
Sun Jul 29 15:27:26 2018	1532888846	0	95	95	78
Sun Jul 29 15:27:15 2018	1532888835	0	95	95	95
Sun Jul 29 15:27:22 2018	1532888842	0	95	95	86
Sun Jul 29 15:27:26 2018	1532888846	0	95	95	83
Sun Jul 29 15:27:22 2018	1532888842	0	95	95	85
Sun Jul 29 15:27:22 2018	1532888842	0	95	96	85
Sun Jul 29 15:27:25 2018	1532888845	0	96	96	95
Sun Jul 29 15:27:25 2018	1532888845	0	95	96	94
Sun Jul 29 15:27:17 2018	1532888837	0	96	96	76
Sun Jul 29 15:27:20 2018	1532888840	0	95	96	73
Sun Jul 29 15:27:16 2018	1532888836	0	96	96	74
Sun Jul 29 15:27:25 2018	1532888845	0	96	96	95
Sun Jul 29 15:27:15 2018	1532888835	0	96	96	76
Sun Jul 29 15:27:28 2018	1532888848	0	96	96	95
Sun Jul 29 15:27:22 2018	1532888842	0	96	96	74
Sun Jul 29 15:27:19 2018	1532888839	0	96	96	95
Sun Jul 29 15:27:21 2018	1532888841	0	96	96	95
Sun Jul 29 15:27:21 2018	1532888841	0	96	96	95
Sun Jul 29 15:27:21 2018	1532888841	0	96	96	70
Sun Jul 29 15:27:21 2018	1532888841	0	96	96	69
Sun Jul 29 15:27:21 2018	1532888841	0	96	96	85
Sun Jul 29 15:27:21 2018	1532888841	0	96	96	85
Sun Jul 29 15:27:21 2018	1532888841	0	96	96	96
Sun Jul 29 15:27:17 2018	1532888837	0	96	96	71
Sun Jul 29 15:27:14 2018	1532888834	0	97	97	75
Sun Jul 29 15:27:14 2018	1532888834	0	97	97	75
Sun Jul 29 15:27:19 2018	1532888839	0	97	97	97
Sun Jul 29 15:27:14 2018	1532888834	0	97	97	75
Sun Jul 29 15:27:25 2018	1532888845	0	97	97	82
Sun Jul 29 15:27:21 2018	1532888841	0	97	97	96
Sun Jul 29 15:27:25 2018	1532888845	0	98	98	77
Sun Jul 29 15:27:25 2018	1532888845	0	98	98	85
Sun Jul 29 15:27:18 2018	1532888838	0	97	98	97
Sun Jul 29 15:27:26 2018	1532888846	0	98	98	82
Sun Jul 29 15:27:19 2018	1532888839	0	98	98	96
Sun Jul 29 15:27:26 2018	1532888846	0	98	98	82
Sun Jul 29 15:27:16 2018	1532888836	0	98	98	67
Sun Jul 29 15:27:19 2018	1532888839	0	98	98	97
Sun Jul 29 15:27:16 2018	1532888836	0	98	98	67
Sun Jul 29 15:27:24 2018	1532888844	0	98	98	79
Sun Jul 29 15:27:24 2018	1532888844	0	98	98	79
Sun Jul 29 15:27:23 2018	1532888843	0	98	98	76
Sun Jul 29 15:27:23 2018	1532888843	0	98	98	76
Sun Jul 29 15:27:13 2018	1532888833	0	98	98	79
Sun Jul 29 15:27:23 2018	1532888843	0	98	98	76
Sun Jul 29 15:27:13 2018	1532888833	0	98	98	69
Sun Jul 29 15:27:26 2018	1532888846	0	98	98	98
Sun Jul 29 15:27:18 2018	1532888838	0	98	98	98
Sun Jul 29 15:27:14 2018	1532888834	0	98	98	80
Sun Jul 29 15:27:21 2018	1532888841	0	98	99	96
Sun Jul 29 15:27:23 2018	1532888843	0	98	99	63
Sun Jul 29 15:27:18 2018	1532888838	0	98	99	98
Sun Jul 29 15:27:28 2018	1532888848	0	98	99	98
Sun Jul 29 15:27:12 2018	1532888832	0	99	99	80
Sun Jul 29 15:27:17 2018	1532888837	0	99	99	82
Sun Jul 29 15:27:28 2018	1532888848	0	99	99	93
Sun Jul 29 15:27:17 2018	1532888837	0	99	99	87
Sun Jul 29 15:27:26 2018	1532888846	0	99	99	98
Sun Jul 29 15:27:26 2018	1532888846	0	99	99	98
Sun Jul 29 15:27:26 2018	1532888846	0	99	99	98
Sun Jul 29 15:27:26 2018	1532888846	0	99	99	98
Sun Jul 29 15:27:25 2018	1532888845	0	99	99	85
Sun Jul 29 15:27:25 2018	1532888845	0	99	99	81
Sun Jul 29 15:27:17 2018	1532888837	0	99	99	87
Sun Jul 29 15:27:25 2018	1532888845	0	99	99	80
